eisced,eduyrs,hincfel,hinctnta,uemp12m,gincdif,pdwrk,trstplt,trstprt,trstun,stfdem,imueclt,imwbcnt,imbgeco,feethngr,brncntr,ppltrst,nwspol,netusoft,rlgdgr,aesfdrk,health,happy,is_female,agea,domicil,lrscale,gdp_capita,gini_index,unemp_rate,is_populist_voter,cntry_BE,cntry_BG,cntry_CH,cntry_CY,cntry_ES,cntry_FI,cntry_FR,cntry_GB,cntry_GR,cntry_HR,cntry_HU,cntry_IE,cntry_IL,cntry_IS,cntry_IT,cntry_LV,cntry_NL,cntry_NO,cntry_PL,cntry_PT,cntry_RS,cntry_SE,cntry_SI,cntry_SK
5,17,1,8,6,3,1,2,2,4,7,7,7,8,1,1,7,10,4,0,2,1,7,0,49,2,7,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,1,9,6,2,1,5,6,8,6,8,7,8,1.0626666666666666,1,6,120,4,7,1,1,8,0,52,3,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,2,5,1,2,1,0,0,6,0,3,4,3,1,1,4,0,5,0,3,2,2,0,54,2,5.208666666666666,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,1,9,6,3,0,6,5,1,6,7,7,7,1,1,8,90,5,0,2,3,9,1,79,3,9,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,8,6,2,1,4,4,4,4,8,8,7,1,1,5,60,5,5,3,2,9,1,45,3,4,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,4,9,6,1,1,2,1,7,3,8,8,8,1,1,7,60,5,6,2,3,0,0,53,1,2,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,2,2,6,2,0,1,1,4,2,8,8,7,2,1,3,90,5,9,1,1,8,1,61,4,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,5,1,1,1,0,0,1,0,0,0,1,2,1,3,15,5,3,4,2,9,1,55,2,8,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,3,4.503666666666667,2,2,1,4,5,9,7,10,10,10,1,1,6,60,5,2,2,2,8,0,49,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18.323333333333334,3,6,6,4,1,4,3,5,4,10,10,7,1,1,5,45,5,0,2,1,8,1,51,4,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,2,9,1,1,1,0,0,2,1,10,10,10,1,2,10,133.21,5,6,2,2,3,0,24,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,2,6,2,0,0,0,3,4,6,6,6,1,1,3,60,5,0,2,3,2,0,90,4,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,2,4.543333333333333,6,2,1,1,3,5,3,5.342333333333333,5,5.54,1,1,4,575,2,2,2,3,8,0,69,1,4.734666666666667,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,2,4,6,2,0,5,5,10,10,6,5,1,1,1,6,181,5,0,1,2,10,1,72,2,10,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,6,6,5,1,6,6,7,0,1,3,6,1,1,0,120,5,3,1,2,9,0,58,4,9,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,2,2,6,4,0,5,5,7,6,7,7,5,1,1,5,60,5,8,2,4,8,1,66,2,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,1,3.8390000000000004,6,1,0,5,5,6.316,7,3,8,6,1,1,7,64,1,8,1,4,10,1,84,3,1,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,1,6,6,2,0,2,4,5,8,8,8,7,1,1,6,5,5,0,2,1,9,1,67,4,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1,7,6,4,0,3,3,8,7,5,5,5,1,1,7,616,5,6,3,2,9,1,67,4,8,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,2,3,6,4,1,2,2.538666666666667,6,1,8,8,8,1,1,6,240,5,3,1,2,5,1,58,4,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,2,9,6,1,1,0,0,3,0,10,8,8,1,1,6,60,5,2,2,2,8,1,55,3,7,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,5,6,4,0,8,8,8,8,7,7,7,1,1,7,60,5,7,2,1,9,1,67,4,8,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,2,2,6,1.9469999999999996,0,1,2,4.774000000000001,3,6.439000000000001,6,6.620666666666666,1,1,8,207.31166666666664,1,7,2,2,8,1,81,2,4,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,2,9,6,1,1,0,4,5,0,10,10,10,2,2,3,60,5,0,2,3,2,0,50,1,2,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,1,10,6,4,1,5,3,6,8,7,8,9,1,1,7,10,5,2,2,1,8,0,32,4,7,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,2,3.2816666666666667,6,2.1233333333333335,0,4.277333333333333,4.305666666666667,5.855333333333333,4.902666666666667,7,7,7,2,1,9,570,1,10,2,3,8,1,84,2,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,2,6.051000000000001,6,2,1,0,4,5,4,9,9,10,2,2,5,180,5,10,3,3,5,1,51,2,4.392333333333333,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,2,3,6,2,1,0,4,6,1,10,10,8,1,1,6,50,5,0,3,1,7,1,27,2,0,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,2,6,6,1,1,0,0,0,0,2,2,2,1,1,5,10,5,8,4,4,10,1,64,2,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14.52233333333333,1,8,6,4,1,7,5,6,8,7,7,7,2,1,8,60,5,6,1,2,8,0,64,4,8,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,1,9,2,3,0,4,4,7,7,6,5,5,1,1,6,63,5,9,1,1,10,0,66,4,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14.160000000000002,1,2,6,3,0,3,3,8,6,7,7,8,1,1,7,90,4,7,2,4,10,0,79,1,8,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,1,2,1,1,1,4,5,6,10,8,7,7,1,1,6,30,5,1,2,2,8,0,25,1,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,1,4.065333333333333,6,2,0,5,6,8,4,6,88,5,1,1,4,15,5,5,4,3,9,1,84,3,4.655666666666667,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3963333333333336,11,1,9,6,2,0,6,5,3,3,9,9,8,1,1,8,90,5,3,2,2,7,0,72,2,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,2,7,6,2,1,6,5,5,6,6,7,7,1,1,8,5,4,5,1,2,7,0,51,2,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,3,5,2,1,1,1,1,10,4,10,10,10,1,1,7,90,5,4,1,2,5,0,39,1,2,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,3,3.8663333333333334,6,2,1,4,4,6,8,9,9,10,1,1,7,120,2,6,2,2,10,1,67,1,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,1,6,6,3,1,3,4,6,7,5,5,6,1,1,7,45,5,5,1,2,8,1,56,4,7,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,2,10,6,4,1,7,7,8,9,8,8,7,1,1,7,120,5,8,1,1,9,0,23,3,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,2,3,6,3,1,2,4,6,7,9,9,8,1,1,5,10,5,2,1,1,8,0,28,3,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,1,9,6,3,1,1,1,3,5,10,10,10,1,1,7,30,5,4,2,2,8,0,55,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,2,3.208333333333334,6,2,0,3,3,5,6,6,6,6,1,1,8,60,1,6,2,3,7,1,80,1,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,2,5.325666666666666,6,2.4166666666666665,0,4,5,5,7,4,5,10,1,2,5,180,5,10,3,1,4,0,57.825333333333326,1,10,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,1,6,6,2,1,3,4,6,6,5,5,5,1,1,5,30,5,1,1,1,8,0,40,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,2,5.0006666666666675,6,2,0,2,2,5.508333333333334,5,8,8,8,1,1,8,60,5,3,2,2,7,0,34,1,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,2,7,6,2,0,4,6,7,6,6,6,4,1,1,6,15,5,8,1,1,7,1,46,3,7,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,1,8,6,1,0,3,4,8,8,6,5,8,1,1,8,75,5,4,1,2,8,0,71,4,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,1,3,1,2,0,0,1,7,2,5,4,4.525666666666666,1,1,5,45,4,5,2,5,8,0,72,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,1,4,6,3,0,1,1,8,5,6,6,5,1,1,0,120,5,0,2,3,7,0,80,4,4,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,1,10,6,2,1,4,4,5,4,7,6,7,1,1,6,60,5,1,2,2,6,0,44,3,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,3,1,6,3,0,1,0,2,4,6,6,4,2,1,4,300,5,0,4,4,4,0,59,1,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,1,10,6,4,0,3,3,9,5,10,9,10,1,1,8,120,5,0,3,1,8,1,65,4,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,2,5,6,3,1,2,3,0,6,4,5,6,1,1,5,60,5,0,1,2,6,0,33,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,3,6,6,1,0,5,6,8,3,10,10,10,1.147,1,7,60,5,7,2,2,6,1,44,3,2.7669999999999995,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,1,7,6,2,1,2,2,5,4,7,7,7,1,2,2,60,5,3,1,1,8,0,43,2,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,1,8,6,2,1,0,5,4.109999999999999,2,9,4,4,2,1,7,10,3,7,2,3,8,1,54,5,7,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,2,2.9746666666666663,6,3,0,3,4,5,5,7,7,7,1,1,5,120,1,7,2,2,8,1,79,2,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,1,3,6,3,0,4,4,7,4,4,3,7,1,1,7,120,5,3,2,3,8,0,85,2,7,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,1,6,6,2,1,7,8,7,10,5,5,5,1,2,5,60,5,7,2,3,10,0,45,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,5,6,2,1,5,4,7,7,9,8,8,1,1,7,120,5,0,1,1,7,0,36,3,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14,2,6.796666666666666,6,4,1,3,3,4,4,7,7,7,1,1,8,5,5,2,2,2,8,0,28,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,1,6.522666666666667,2,1,1,0,0,0,1,8,8,8,1,1,4,120,5,2,3,4,8,1,58,4,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,2,3,2,1.875,0,0,0,2.986,1,7,8,7,1,1,5,360,1,8,2,2,8,1,80,4,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,2,2,2,2,1,2,3,5,4,7,7,8,2,2,1,60,5,0,2,2,9,0,26,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,1,6.561333333333331,6,1,1,2,5,8,1,7,7,8,2,1,9,226.86700000000002,4,1,2,2,8,1,57,1,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,2,6,6,2,1,6,8,10,7,4,8,5,1,1,8,240,5,8,2,2,8,1,58,1,6.271,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,2,2,6,2,0,5,5,2,9,5,5,7,1,1,4,240,5,10,2,3,9,1,75,3,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,1,6,6,1,0,0,0,4,4,7,5,6,1,1,7,60,5,0,2,1,10,0,74,2,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,1,8,6,2,1,6,7,7,7,8,8,8,1,1,8,60,5,0,2,1,9,0,44,2,4,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,1,3,2,2,0,0,0,9,5,9,5,9,1,1,5,60,5,0,2,3,6,0,67,4,0,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,1.8183333333333334,4.954,6,1,0,0,0,4.117333333333334,0,5,6,7,1,1,5,30,5,7,2,2,9,1,48,1,4.268000000000001,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,1,10,6,4,1,2,2,6,1,3,4,3,1,1,6,10,5,2,2,2,7,0,48,1,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,2,8,6,2,1,2,0,8,0,9,9,5,1,1,3,893,5,0,1,2,7,1,57,2,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,2,7,2,2,1,5,5,7,7,7,7,5,1,1,7,30,5,4,2,3,6,0,45,2,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,4.165333333333334,6,1,0,0,0,5,0,7,7,9,1,1,8,60,1,7,4,2,10,1,77,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,1,9,6,3,0,5,7,5,5,0,0,5,1,1,7,90,5,7,2,2,8,1,80,4,7,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,1,3,2,2,1,3,5,3,7,8,8,7,1,1,7,60,5,0,1,3,7,0,68,4,0,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,1,6,6,1,0,5,6,8,6,8,8,8,1,1,7,180,5,6,2,2,9,1,73,1,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,1,10,6,2,1,2,1,2,3,8,7,7,1,1,5,60,5,0,2,1,9,1,40,3,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19,2,5.578333333333332,6,2,1,3,3,3,6,5,3,5,2,2,2,30,5,7,1,2,9,1,49.78466666666666,1,4,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,1,10,6,4,1,2,2,4.388999999999999,2,8,1,8,1,1,3,30,5,0,1,1,9,1,32,3,7,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,2,2,6,3,0,7,7,8,8,6,5,6,1,1,8,60,4,0,2,1,9,0,84,2,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,1,5,6,2,1,3,4,5,6,8,6,6,1,1,5,90,5,2,1,1,6,0,59,4,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,3,8,1,2,0,0,7,0,2,2,2,3.5850000000000004,1,1,5,30,5,10,3,2,10,1,66,2,2,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,3,5,1,1,1,1,1,7,5,2,6,2,1,1,3,60,5,0,2,3,8,1,32,2,0,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,10,6,3,0,5,4,6,8,5,5,7,1,1,4,30,5,8,3,2,9,1,56,4,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,2,3.470666666666667,2,2,0,1,1,5,2,7,6,7,1,1,8,120,1,4,2,3,7,0,80,1,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,2,2,6,3,0,2,2,5,2,8,8,8,2,1,7,60,5,0,2,2,8,1,68,3,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,2,3.575,1,1.9416666666666667,0,0,0,1,2,5.185333333333333,88,4.763999999999999,1,1,0,10,5,5,2,3,5,0,57,3,5.07,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12.54,1,2,6,1,0,2,2,2.5920000000000005,0,0,0,0,1,1,5,60,5,0,2,3,7,0,78,4,2,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18.830333333333332,1,5.764999999999999,6,1,0,4,5,5,3,8,8,8,2,1,5,301,5,10,2,2,10,1,66,4,0,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.543666666666669,1,2,6,1.9923333333333335,0,5,3,0,4.862333333333334,10,5,10,2,2,5,60,5,10,1,2,10,1,48,1,1,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,1,3,6,1,0,5,5,6,2,8,7,8,1,1,3,120,5,0,2,3,7,1,80,1,2,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,1,5,6,1,0,0,1,4,5,10,10,10,1,1,4,484,5,5,1,3,10,1,70,2,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,2,6,6,3,1,5,6,5,10,9,8,7,2,2,8,90,3,10,2,2,10,0,62,1,4,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,4,6,2,1,1,1,3,4,8,7,8,1,1,3,30,5,10,3,2,7,0,35,3,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,4.360333333333332,6,2,0,0,0,0,2,0,4,5,2,1,5,30,4,0,3,4,8,0,85,3,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,1,10,2,2,1,1,3,7,4,10,10,8,1,1,7,540,5,0,2,1,9,1,49,2.5839999999999996,5,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,3,2,6,2,0,5,7,7,9,4,3,3,2,1,3,120,5,6,3,3,10,1,65,4,8,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,1,4.270333333333333,6,2,0,6,5,6.407333333333332,7,7,6,7,1,1,8,90,5,8,2,2,10,1,76,4,6,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,2,4,2,2,1,1,2,7,5,10,10,10,1,1,9,61,5,1,3,2,7,1,48,4,3,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,2,8,6,2,1,3,2,7,5,8,8,7,1,1,6,10,5,3,2,2,9,0,26,2,2,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,2,6.619666666666667,6,2,1,4,4,7,6,6,6,6,1,1,7,10,5,3,2,2,7,0,38,3,4.842000000000001,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,1,8,6,2,0,1,2,6,4,8,7,7,1,1,6,155,5,0,2,2,8,0,74,4,2,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,2,6,6,2,1,4,3,4.779999999999999,4,3,6,4.841333333333334,1,1,4,5,4,1,2,3,6,1,48,2,4.712,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,1,4.762666666666667,6,3,0,2,2,5,3,8,8,8,1.1023333333333334,1,4.413,90,4,3,2,2,5,1,87,3,10,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,4,4,2,1,1,0,2,4,1,8,7,7,2,1,4,0,5,5,4,2,7,1,53,1,2,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,2,2,6,2,0,5,5,5,5,3,2,3,1,1,5,60,1,5,2,3,9,0,88,3,8,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,1,9,6,3,0,8,7,8,8,7,8,8,1,1,8,60,5,9,2,3,8,0,86,3,0,47158.985486323,35.5,4.472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
