eisced,eduyrs,hincfel,hinctnta,uemp12m,gincdif,pdwrk,trstplt,trstprt,trstun,stfdem,imueclt,imwbcnt,imbgeco,feethngr,brncntr,ppltrst,nwspol,netusoft,rlgdgr,aesfdrk,health,happy,is_female,agea,domicil,lrscale,gdp_capita,gini_index,unemp_rate,is_populist_voter,cntry_BE,cntry_BG,cntry_CH,cntry_CY,cntry_ES,cntry_FI,cntry_FR,cntry_GB,cntry_GR,cntry_HR,cntry_HU,cntry_IE,cntry_IL,cntry_IS,cntry_IT,cntry_LV,cntry_NL,cntry_NO,cntry_PL,cntry_PT,cntry_RS,cntry_SE,cntry_SI,cntry_SK
5,13,2,8,6,1,1,4,2,5,8,5,4,6,1,1,8,50,5,3,2,2,8,0,44,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,2,3,6,1,0,4,1,1,3,6,5,8,1,1,6,30,5,8,1,2,10,1,70,3,0,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,1,8,6,1,1,4,6,8,5,7,8,7,1,1,9,60,5,8,1,1,9,0,56,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,2,2,1,2,0,5,4,0,5,3,3,2,1,1,5,30,5,5,2,3,9,0,71,3,5,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,1,8,6,2,0,2,2,0,5,2,4,3,1,2,5,180,5,5,2,2,8,0,74,1,6,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14.265666666666664,1,7.187666666666665,6,1,1,4,5,4,6,0,1,2,1,1,8,60,5,5,2,3,8,0,48,4,8,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,1,4,6,2,1,5,5,7,8,5,5,7,1,1,7,20,4,6,2,2,8,1,39,3,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,1,5,6,1,0,6,6,8,6,7,5,9,1,1,8,60,5,0,1,1,9,0,69,1,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0713333333333335,8,2,2,6,1,0,5,5,7,8,5,4,6,1,1,7,60,1,6,2,3,8,0,81,5,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,2,3,6,3,0,4,4,1,5,10,8,10,1,1,8,45,5,9,1,3,10,1,80,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,1,3,6,2,0,6,6,7,7,4,3,5,1,1,6,90,1,8,2,2,8,1,81,4,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,2,6,6,1,0,7,7,7,6,8,5,10,1,1,5,60,5,9,2,3,8,1,70,1,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,2,6,1,0,2,1,3.283666666666666,4,6,6,5,1,1,6,90,5,2,2,1,7,1,66,1,2,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,5.650999999999999,2,5,1,0,0,0,3,0,0,2.6319999999999997,1,1,5,45,5,0,1,2,8,0,54,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,3,4,6,1,0,0,0,0,3,0,0,0,1,1,3,210,5,1,1,1,9,0,68,4,7,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,2,7,6,1,1,2,2,5,9,4,4,6,1,1,8,30,5,5,2,2,7,0,52,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,2,7,6,4,0,5,5,5,7,5,5,5,1,1,8,60,5,6,3,2,10,0,76,1,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,5,6,2,0,6,5,6,7,4,4,7,1,1,7,180,5,9,3,2,8,1,77,1,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,10,2,3,1,2,3,5,7,2,4,8,1,1,8,20,5,9,1,1,10,1,50,4,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,1,5.4910000000000005,6,2,0,6,4,6,8,4,6,6,1,1,4,75,4,7,2,2,7,1,73,3,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,6,6,1,0,2,1,1,1,2,2,3,1,1,4,60,5,0,2,3,6,0,65,4,4,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,4,6,1,0,5,5,5,3,7,6,7,1,1,7,120,1,7,2,1,10,0,89,1,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,9,6,1,0,4,2,4,8,4,4,5,1,1,7,30,5,6,3,3,8,1,41,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,6,6,1,0,1,1,1.7499999999999998,1,0,0,0,1,1,1,60,4,2,2,3,8,1,60,1,7,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,3,6,1.6563333333333334,0,2,2,4.304666666666666,10,2,2,2,1,1,9,45,2,7,2,2,9,0,61,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,3,4.7573333333333325,2,1,1,1,1,3.445,4,8,5,10,1,1,1,5,5,6,1,1,3,1,40,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,3,2,1,1,0,1,2,3,5,2,3,5,1,1,2,15,4,8,3,3,7,1,57,3,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,2,2,6,1.9746666666666668,0,5.976666666666667,6,6.518000000000001,7,5,5,5,1,1,7,10,1,7,3,3,7,1,90,2,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,1,6,2,1,0,7,7,9,8,7,5,9,1,1,9,60,5,5,2,1,9,0,65,3,1,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13.185333333333332,1,6.0136666666666665,6,2,1,8,8,10,4,8,7,6,1,1,7,15,5,7,3,4,5,0,45,1,7,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,1,6,6,3,1,4,7,5,3,6,6,6,1,1,7,0,5,9,4,1,3,1,47,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,3,1,2,1,0,3,3,7,4,9,7,8,2,1,7,90,5,0,3,2,6,1,26,1,2,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.466333333333331,1,2,6,2,0,3,4,5,3,0,0,5,1,1,7,120,1,6,1,3,8,1,75,5,5.458666666666666,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,1,6,6,1,1,10,10,9,8,5,6,6,1,1,8,5,5,7,1,1,10,1,28,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14,1.5389999999999997,6.930666666666666,6,2,1,4,6,5,6,5,5,7,1,1,6,90,4,3,2,2,7,0,56,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,4,6,2,0,3,6,6,5,7,5,9,1,1,8,60,5,0,1,4,2,0,67,3,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,2,5.551000000000001,6,2,1,4,4,4,8,5,5,7,1,1,9,90,5,0,1,2,8,0,64,1,1,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,2,8,6,1,1,5,3,5,8,4,4,6,1,1,6,20,5,3,3,2,9,1,51,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,1,8,6,2,0,3,3,1,6,6,4,5,1,1,5,60,5,4,2,3,8,1,66,4,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,1,9,6,1,1,4,4,5,4,5,5,8,1,1,5,45,5,3,1,1,5,0,52,4,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,3,6,6,2,1,3,2,6,8,5,4,6,1,1,7,10,5,5,2,3,8,0,51,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,2,3,2,1,1,2,2,0,0,0,0,0,1,1,3,90,5,5,1,3,5,0,43,1,6,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,3,3.2406666666666673,6,1,1,1,1,1,2,0,0,1,1,1,7,30,5,9,4,3,9,1,58,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,8,6,2,1,3,2,5,8,4,4,5,1,1,8,15,5,5,3,2,8,1,41,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,2,2,6,1,0,10,10,10,8,5,5,5,1,1,8,20,2,5,1,3,9,1,80,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,1,6.6533333333333315,6,3,1,9,8,5,9,5,3,5,1,1,3,45,5,7,2,1,8,0,47,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,1,8,6,1,1,0,0,2,2,2,2,1,1,1,1,60,5,3,2,1,9,1,52,1,8,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,2,5.049666666666667,2,1,0,4,4,5,4,2,2,2,2,1,6,30,5,7,1,2,8,0,73,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,4,6,1,1,8,8,8,8,4,4,4,1,1,9,15,5,5,1,1,9,0,53,4,7,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,1,6.144666666666666,6,2,0,7,7,9,5,4,4,4,1,1,8,60,5,7,2,2,9,1,61,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,1,8,6,1,1,10,8,8,8,6,5,6,1,1,9,45,5,5,1,1,8,1,44,4,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,2,4.164,6,2,0,5,4,6.703333333333334,7,8,88,9,1,1,7,15,5,1,1,1,7,1,64,3,2,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,1,9,6,2,1,4,4,8,5,8,8,8,1,1,9,60,5,3,1,1,8,1,35,1,2,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,3,5,6,2,0,3,1,6,9,5,4,7,1,1,8,30,4,4,2,3,7,0,69,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,2,2.6823333333333337,6,1,0,1,4,9,3,5,5,5,1,1,4,40,1,8,3,3,6,1,85,4,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,2,7,6,2,0,0,1,3,6,8,7,7,1,1,7,5,5,3,2,3,9,1,69,1,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,1,9,6,3,1,7,7,6,8,5,7,6,1,1,7,60,5,3,1,2,8,0,66,4,7,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,5.363666666666667,6,2,0,6,6,9,1,1,2,1,1,1,3,210,5,6,2,2,9,0,82,4,8,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,3,8,6,2,0,5,3,4,6,2,2,2,1,1,3,60,1,5,1,3,7,0,85,4,7,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,3,6,1,0,3,5,7,6,5,3,6,1,1,7,20,1,7,2,2,8,1,74,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,1,7,6,1,0,5,5,2,8,5,5,5,1,1,8,15,5,6,2,1,9,1,60,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,1,8.463,6,3,1,3,2,7,5,10,6,10,1,1,7,120,5,1,1,1,9,0,57,1,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,2,9,2,2,1,2,2,4,5,6,5,9,1,1,5,25,5,3,1,2,6,0,52,3,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,3,3,2,4,1,5,4,8,7,3,5,6,1,1,6,30,1,8,2,3,7,0,49,4,2,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14,2,8,6,2,0,5,5,0,7,2,2,2,1,1,2,60,5,8,1,2,9,0,76,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,1,10,6,2,1,4,4,6,4,6,5,6,1,1,6,90,5,5,2,2,8,0,41,1,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,2,6,1,0,4,4,6,6,6,5,6,1,1,4,120,1,0,2,3,8,1,85,1,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,1,5,6,1,0,1,1,0,4,7,4,6,1,1,10,60,1,7,1,2,10,0,76,3,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,2,2,6,2,0,5,5,6.226333333333332,7,4,88,5.636,2,1,6,10,1,9,3,3,5,1,88,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,2,2,6,2,0,5,5,6,6,3,2,5,1,1,6,30,1,8,2,3,8,1,76,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,1,9,6,2,0,4,5,7,6,6,7,8,1,1,7,90,5,1,2,2,8,1,66,1,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,2,3,6,1,0,3,2,4.211333333333332,5,5,5,10,1,1,6,90,1,6,2,4,8,0,84,1,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,1,2,6,2,0,5,5,1,7,6,6,6,1,1,8,30,1,6,3,2,8,1,89,3,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,1,4,2,1,1,3,4,4,7,7,5,5,1,1,4,5,5,1,2,1,7,1,33,1,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16.13,2,5,6,2,1,8,7,8,8,0,0,0,1,1,7,45,5,8,2,2,5,1,34,1,7,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17.154333333333334,1,7,6,3,1,9,8,8,9,1,0,4,1,1,8,120,5,6,2,2,9,0,44,4,9,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,2,5,6,3,1,5,6,7,8,6,5,6,1,1,6,30,5,2,2,1,7,0,37,4,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,2,2,6,2,1,5,5,8,4,5,3,4,2,1,6,60,5,10,1,2,7,0,24,3,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,2,7,6,2,0,5,4,0,5,8,9,9,1,1,6,60,3,7,3,3,8,1,76,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,5,6,1,0,3,3,3,8,5,4,5,1,1,8,40,4,8,2,2,9,0,69,3,7,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,2,2,6,2,0,3,3,3,2,0,0,0,1,1,3,60,1,6,3,4,5,0,82,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,1,6,6,1,0,10,9,10,9,6,7,7,1,1,9,15,5,4,1,1,8,1,64,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,3,2,1,2,0,4,5,5,6,5,5,6,1,1,9,0,5,5,3,2,8,1,25,1,7,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,2,1,2,4,0,3,5,5,5,2,5,5,1,1,7,30,2,7,2,1,8,1,60,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,6,6,2,1,7,7,5,7,10,10,10,2,1,6,60,5,0,2,2,9,0,44,4,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,3,6,1,1,10,10,9,9,9,8,8,1,1,8,30,5,1,1,1,10,1,52,1,2,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,2,3,6,1,0,10,10,9,9,9,8,8,1,1,9,15,5,1,1,1,9,0,20,3,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,1,6.359666666666667,1,4,0,0,0,4,9,4,2,6,1,1,3,30,4,1,1,2,3,1,36,3,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,2,8,6,1,1,4,3,5,8,5,5,6,1,1,8,20,5,5,3,2,8,1,41,3,5,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,1,4,6,3,0,2.169666666666667,2.059,2,3,5,88,5.611000000000001,1,1,0,90,5,0,2,5,0,0,75,1,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,3,1,6,1,1,2,3,2,3,8,8,8,1,1,4,30,5,9,3,2,8,1,24,1,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,1,7,6,4,1,4,3,3,7,2,3,4,1,1,6,30,5,7,1,2,9,1,46,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,2,2,6,1,1,3,3,5,7,8,6,7,1,1,7,5,5,1,2,1,9,1,20,1,2,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,2,4.955333333333334,6,5,1,2,2,5,7,6,6,7,1,1,5,30,5,5,2,2,10,0,23,2,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,2,6,1,1,0,0,1.519333333333333,2,1,1,1,1,1,4,0,5,0,1,2,7,1,24,1,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14.547666666666668,1,7,6,4,1,5,4,5,3,1,2,3,1,1,7,30,5,8,2,3,7,1,34,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,2,6,6,2,0,2,2,3,6,5,5,6,1,1,5,15,2,10,3,2,8,1,72,2,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,1,7.827333333333335,6,2,1,2,3,3,4,5,4,5,1,1,4,45,5,3,2,2,5,1,57,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,2,4,6,2,0,5,6,8,7,6,3,7,1,1,7,10,1,8,1,3,8,0,89,4,7,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,1,3,1,3,0,5,4,5,3,6,4,7,1,1,5,60,3,8,3,3,6,1,77,2,6,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,1,3,6,2,0,1,1,6,3,1,2,1,1,1,2,45,1,5,1,3,7,1,90,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,6,6,1,1,9,8,8,8,5,6,6,1,1,8,10,5,1,1,1,10,1,40,4,3,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,2,5,6,1,0,4,2,6,8,6,4,7,1,1,8,15,5,5,3,2,9,1,64,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,7,6,1,1,5,3,5,9,5,4,6,1,1,8,30,5,4,2,2,8,1,49,3,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,2,5,6,2,1,3,3,4.855666666666665,7,6,5,6,1,1,3,30,5,6,1,1,9,0,61,3,4,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,2,3.271666666666667,6,2,0,2,2,2,2,0,0,3,1,1,7,30,5,6,1,2,9,1,76,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,7,2,1,1,4,4,2,9,4,5,4,1,1,7,10,5,7,2,1,9,1,53,4,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,2,3,2,2,1,1,1,1,0,3,2,2,2,1,5,20,5,6,2,1,7,1,30,1,6,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,2,3,6,1,0,3,3,3,5,7,6,6,1,1,6,90,5,2,2,2,9,1,76,1,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,1,9,6,2,0,5,5,5,4,2,4,4,1,1,8,30,1,9,2,4,7,1,72,5,5,60276.4153459141,29.8,5.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,2,4,2,1,1,1,0,0,0,2,1,5,1,1,3,0,5,2,2,2,9,0,58,3,8,60276.4153459141,29.8,5.201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
